_id,Name,Address,Province_City,Area,Market_Scope,Latitude,Longitude,Avg_Rating,Total_Reviews,Bayesian_Score,Opportunity_Score,Rating_1_Stars,Rating_2_Stars,Rating_3_Stars,Rating_4_Stars,Rating_5_Stars,Star_Total,Review_Count_Diff,Bad_Review_Rate,Positive_Review_Rate,Average_Price,Price_Tier,Service_Options,Has_Dine_In,Has_Takeaway,Has_Delivery,Has_Curbside,Has_Drive_Through,Phone,Website,Menu_Link,Has_Phone,Has_Website,Has_Menu,Digital_Readiness_Score,URL
https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+B%E1%BB%9D+S%C3%B4ng/data=!4m7!3m6!1s0x3174d7c09340a6e5:0x704b8d33e1ffa1a1!8m2!3d10.8969551!4d106.6957937!16s%2Fg%2F12vsvgfvn!19sChIJ5aZAk8DXdDERoaH_4TONS3A,Nhà Hàng Ẩm Thực Bờ Sông,"Đường Bờ Sông, Lái Thiêu, Thuận An, Bình Dương, Việt Nam",Bình Dương,Thuận An,Main Market,10.8969551,106.6957937,3.9,265.0,4.121371699799479,0.7438076527886265,34,7,34,75,115,265,0.0,0.15471698113207547,0.4339622641509434,,,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp",1,1,1,0,0,+84 784 054 898,,,1,0,0,2,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+B%E1%BB%9D+S%C3%B4ng/data=!4m7!3m6!1s0x3174d7c09340a6e5:0x704b8d33e1ffa1a1!8m2!3d10.8969551!4d106.6957937!16s%2Fg%2F12vsvgfvn!19sChIJ5aZAk8DXdDERoaH_4TONS3A?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/Subin+BBQ+Vincom+D%C4%A9+An+Buffet+N%C6%B0%E1%BB%9Bng+H%C3%A0n+Qu%E1%BB%91c/data=!4m7!3m6!1s0x3174d9cc78fccf05:0xc75afc40099f91c0!8m2!3d10.9084122!4d106.7414746!16s%2Fg%2F11j01qp3ds!19sChIJBc_8eMzZdDERwJGfCUD8Wsc,Subin BBQ Vincom Dĩ An Buffet Nướng Hàn Quốc,"79 ĐT743B, Khu Phố Thống Nhất 1, Thành Phố, Bình Dương, Việt Nam",Bình Dương,Dĩ An,Main Market,10.9084122,106.7414746,4.6,461.0,4.546179527691954,0.5094927129742648,26,9,17,32,377,461,0.0,0.07592190889370933,0.8177874186550976,200.000-300.000 ₫/người,200-300k,Ăn tại chỗ,1,0,0,0,0,+84 274 6268 608,facebook.com,,1,1,0,2,https://www.google.com/maps/place/Subin+BBQ+Vincom+D%C4%A9+An+Buffet+N%C6%B0%E1%BB%9Bng+H%C3%A0n+Qu%E1%BB%91c/data=!4m7!3m6!1s0x3174d9cc78fccf05:0xc75afc40099f91c0!8m2!3d10.9084122!4d106.7414746!16s%2Fg%2F11j01qp3ds!19sChIJBc_8eMzZdDERwJGfCUD8Wsc?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/L%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+126+-+Ti%E1%BB%87c+tr%E1%BB%8Dn+g%C3%B3i+ho%C3%A0n+h%E1%BA%A3o+t%E1%BA%A1i+Thu%E1%BA%ADn+An+B%C3%ACnh+D%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3174d72312f76e91:0x353f7ffdf95de48b!8m2!3d10.901151!4d106.7130943!16s%2Fg%2F11t604v50s!19sChIJkW73EiPXdDERi-Rd-f1_PzU,Làng Ẩm Thực 126 - Tiệc trọn gói hoàn hảo tại Thuận An Bình Dương,"1/6 ĐT743B khu phố Bình Đức 1, Thuận An, Bình Dương 75000, Việt Nam",Bình Dương,Thuận An,Main Market,10.901151,106.7130943,4.1,61.0,4.344128308572659,0.5933262493512785,6,2,5,12,36,61,0.0,0.13114754098360656,0.5901639344262295,,,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp",1,1,1,0,0,+84 912 715 126,langamthuc126.com,https://langamthuc126.com/,1,1,1,4,https://www.google.com/maps/place/L%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+126+-+Ti%E1%BB%87c+tr%E1%BB%8Dn+g%C3%B3i+ho%C3%A0n+h%E1%BA%A3o+t%E1%BA%A1i+Thu%E1%BA%ADn+An+B%C3%ACnh+D%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3174d72312f76e91:0x353f7ffdf95de48b!8m2!3d10.901151!4d106.7130943!16s%2Fg%2F11t604v50s!19sChIJkW73EiPXdDERi-Rd-f1_PzU?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+%E1%BA%A8M+TH%E1%BB%B0C+S%C3%82N+V%C6%AF%E1%BB%9CN/data=!4m7!3m6!1s0x3174d91bbe142127:0x2d5f735e99b92b37!8m2!3d10.8912354!4d106.7746547!16s%2Fg%2F11tg496869!19sChIJJyEUvhvZdDERNyu5mV5zXy0,Nhà hàng ẨM THỰC SÂN VƯỜN,"16 Võ Thị Sáu, Đông Hòa, Dĩ An, Bình Dương, Việt Nam",Bình Dương,Dĩ An,Main Market,10.8912354,106.7746547,3.7,18.0,4.359501349452027,0.6185857928797135,5,0,1,1,11,18,0.0,0.2777777777777778,0.6111111111111112,300.000-400.000 ₫/người,300-400k,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng",1,1,1,0,0,+84 902 913 622,,,1,0,0,2,https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+%E1%BA%A8M+TH%E1%BB%B0C+S%C3%82N+V%C6%AF%E1%BB%9CN/data=!4m7!3m6!1s0x3174d91bbe142127:0x2d5f735e99b92b37!8m2!3d10.8912354!4d106.7746547!16s%2Fg%2F11tg496869!19sChIJJyEUvhvZdDERNyu5mV5zXy0?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/%E1%BA%A8m+Th%E1%BB%B1c+Song+Ph%E1%BB%A5ng+2+I+Qu%C3%A1n+%C4%82n+S%C3%A2n+V%C6%B0%E1%BB%9Dn+Qu%E1%BA%ADn+12+I+Qu%C3%A1n+%C4%82n+View+%C4%90%E1%BA%B9p+Qu%E1%BA%ADn+12/data=!4m7!3m6!1s0x3175294460543571:0x4a6982a70302505b!8m2!3d10.8887265!4d106.6758285!16s%2Fg%2F11tmv57blv!19sChIJcTVUYEQpdTERW1ACA6eCaUo,Ẩm Thực Song Phụng 2 I Quán Ăn Sân Vườn Quận 12 I Quán Ăn View Đẹp Quận 12,"637/10/49 Tổ 30, Khu Phố 2, Quận 12, Hồ Chí Minh 71514, Việt Nam",HCM,Quận 12,Main Market,10.8887265,106.6758285,4.3,47.0,4.396768129188747,0.5943460965871088,3,3,3,4,34,47,0.0,0.1276595744680851,0.723404255319149,,,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp",1,0,1,0,1,+84 965 668 839,amthucsongphung2.com,,1,1,0,3,https://www.google.com/maps/place/%E1%BA%A8m+Th%E1%BB%B1c+Song+Ph%E1%BB%A5ng+2+I+Qu%C3%A1n+%C4%82n+S%C3%A2n+V%C6%B0%E1%BB%9Dn+Qu%E1%BA%ADn+12+I+Qu%C3%A1n+%C4%82n+View+%C4%90%E1%BA%B9p+Qu%E1%BA%ADn+12/data=!4m7!3m6!1s0x3175294460543571:0x4a6982a70302505b!8m2!3d10.8887265!4d106.6758285!16s%2Fg%2F11tmv57blv!19sChIJcTVUYEQpdTERW1ACA6eCaUo?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/%E1%BA%A8M+TH%E1%BB%B0C+S%C3%94NG+XANH/data=!4m7!3m6!1s0x3174d7bf61265ddb:0x1691dbace5cc4253!8m2!3d10.8985732!4d106.6956739!16s%2Fg%2F11c52gt47b!19sChIJ210mYb_XdDERU0LM5azbkRY,ẨM THỰC SÔNG XANH,"35 Khu phố Long thới Phường Lái Thiêu, Tp, Thuận An, Bình Dương 824350, Việt Nam",Bình Dương,Thuận An,Main Market,10.8985732,106.6956739,4.1,1094.0,4.148712157657853,0.7165151029881327,67,28,151,357,491,1094,0.0,0.08683729433272395,0.44881170018281535,,,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng",1,1,1,0,0,+84 908 191 855,amthucsongxanh.com,,1,1,0,3,https://www.google.com/maps/place/%E1%BA%A8M+TH%E1%BB%B0C+S%C3%94NG+XANH/data=!4m7!3m6!1s0x3174d7bf61265ddb:0x1691dbace5cc4253!8m2!3d10.8985732!4d106.6956739!16s%2Fg%2F11c52gt47b!19sChIJ210mYb_XdDERU0LM5azbkRY?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+D%C3%ACn+K%C3%BD+Ph%C3%BA+Long/data=!4m7!3m6!1s0x3174d717706e2f0b:0x18a17afb012da04c!8m2!3d10.8878726!4d106.6922891!16s%2Fg%2F11sdrzbgz3!19sChIJCy9ucBfXdDERTKAtAft6oRg,Nhà Hàng Dìn Ký Phú Long,"Số 31/4, Đường Đê bao sông Sài Gòn, Khu phố hòa long, Thuận An, Bình Dương 75000, Việt Nam",Bình Dương,Thuận An,Main Market,10.8878726,106.6922891,4.3,327.0,4.34501058158063,0.7767964451418188,18,6,24,83,196,327,0.0,0.07339449541284404,0.599388379204893,,,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp",1,0,1,1,0,+84 961 773 030,,,1,0,0,2,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+D%C3%ACn+K%C3%BD+Ph%C3%BA+Long/data=!4m7!3m6!1s0x3174d717706e2f0b:0x18a17afb012da04c!8m2!3d10.8878726!4d106.6922891!16s%2Fg%2F11sdrzbgz3!19sChIJCy9ucBfXdDERTKAtAft6oRg?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+V%E1%BA%A1n+L%E1%BB%99c+Ph%C3%A1t/data=!4m7!3m6!1s0x31752912d45e235b:0xd7131acb3e004f3e!8m2!3d10.8741539!4d106.7022064!16s%2Fg%2F11h89b5y_k!19sChIJWyNe1BIpdTERPk8APssaE9c,Nhà Hàng Vạn Lộc Phát,"68-68A/12 QL13, Khu phố Trung, Thuận An, Bình Dương 75000, Việt Nam",Bình Dương,Thuận An,Main Market,10.8741539,106.7022064,4.5,889.0,4.4855025697443205,0.7316219452080746,53,17,33,72,714,889,0.0,0.07874015748031496,0.8031496062992126,,,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp",1,0,1,0,1,+84 937 310 368,nhahangvanlocphat.vn,https://nhahangvanlocphat.vn/thuc-don,1,1,1,4,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+V%E1%BA%A1n+L%E1%BB%99c+Ph%C3%A1t/data=!4m7!3m6!1s0x31752912d45e235b:0xd7131acb3e004f3e!8m2!3d10.8741539!4d106.7022064!16s%2Fg%2F11h89b5y_k!19sChIJWyNe1BIpdTERPk8APssaE9c?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/N%C4%83m+L%E1%BB%ADa+6/data=!4m7!3m6!1s0x3174d837048e7385:0x7efe63d838d9be48!8m2!3d10.9087656!4d106.7435627!16s%2Fg%2F11bx1yqcq4!19sChIJhXOOBDfYdDERSL7ZONhj_n4,Năm Lửa 6,"1 Đường N2, Khu Phố Thống Nhất 1, Dĩ An, Bình Dương 75000, Việt Nam",Bình Dương,Dĩ An,Main Market,10.9087656,106.7435627,3.9,1008.0,3.9848177994665503,0.8010059184327997,69,57,166,282,434,1008,0.0,0.125,0.4305555555555556,,,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng",1,1,1,0,0,+84 582 651 975,,,1,0,0,2,https://www.google.com/maps/place/N%C4%83m+L%E1%BB%ADa+6/data=!4m7!3m6!1s0x3174d837048e7385:0x7efe63d838d9be48!8m2!3d10.9087656!4d106.7435627!16s%2Fg%2F11bx1yqcq4!19sChIJhXOOBDfYdDERSL7ZONhj_n4?authuser=0&hl=vi&rclk=1
https://www.google.com/maps/place/B%C3%A9o+BBQ/data=!4m7!3m6!1s0x3174d85574276255:0xb6ceee17f0596d43!8m2!3d10.910384!4d106.7671667!16s%2Fg%2F11c0w06tpn!19sChIJVWIndFXYdDERQ21Z8BfuzrY,Béo BBQ,"45 Nguyễn Du, Dĩ An, Bình Dương, Việt Nam",Bình Dương,Dĩ An,Main Market,10.910384,106.7671667,4.4,713.0,4.404302407319912,0.7161688975067773,54,20,38,93,508,713,0.0,0.10378681626928471,0.7124824684431977,,,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp",1,1,1,0,0,+84 967 688 698,,http://beo-quan.business.site/,1,0,1,3,https://www.google.com/maps/place/B%C3%A9o+BBQ/data=!4m7!3m6!1s0x3174d85574276255:0xb6ceee17f0596d43!8m2!3d10.910384!4d106.7671667!16s%2Fg%2F11c0w06tpn!19sChIJVWIndFXYdDERQ21Z8BfuzrY?authuser=0&hl=vi&rclk=1
